,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Marines,Y,Y,Y,,,,,,Y,,Y,7210,Air Defense Control Officer,Coordinated the interception of potentially hostile aircraft. Managed the employment of air defense systems.
Marines,Y,Y,Y,,,,,,Y,,Y,7220,Air Traffic Control Officer,Supervised air traffic control facilities. Worked as both Control Tower Operator and Radar Air Traffic Controller. Coordinated and directed activities related to air traffic control and airspace management.
Marines,Y,Y,Y,,,,,,Y,,Y,7237,Senior Air Director (SAD) ,"Planned operation control and support operations. Identified systems failures, troubleshot and performed fault isolations, and took corrective action. Ensured records and logs were properly maintained. "
Marines,Y,Y,Y,,,,,,Y,,Y,7502,Forward Air Controller/Air Officer,Liaised with ground personnel to obtain geographical information. Directed and controlled aircraft on support missions from forward positions.
Marines,Y,Y,Y,,,,,,Y,,Y,7503,Billet Designator - Fixed-Wing Pilot,Managed an aviation unit. Operated aircraft for various missions.
Marines,Y,Y,Y,,,,,,Y,,Y,7507,FRS Basic AV-8B Pilot,Commanded an aviation unit that performed aerial reconnaissance.
Marines,Y,Y,Y,,,,,,Y,,Y,7508,AV-8A/C Qualified,Led an aviation unit that conducted aerial reconnaissance.
Marines,Y,Y,Y,,,,,,Y,,Y,7509,AV-8B Qualified,Managed an aviation unit that performed aerial reconnaissance.
Marines,Y,Y,Y,,,,,,Y,,Y,7513,Pilot Helicopter AH-1Z/UH-1Y,"Planned and prepared for various aircraft missions. Reviewed mission tasking and weather information. Supervised mission planning, preparation and filing of flight plans and crew briefings."
Marines,Y,Y,Y,,,,,,Y,,Y,7521,FRS Basic F/A-18 Pilot,"Executed reconnaissance missions. Reviewed mission tasking and weather information. Supervised mission planning, preparation and filing of flight plans and crew briefings."
Marines,Y,Y,Y,,,,,,Y,,Y,7523,Pilot VMFA F/A-18 Qualified,"Supervised mission planning, preparation and filing of flight plans and crew briefings. Carried out reconnaissance missions. Reviewed mission tasking and weather information."
Marines,Y,Y,Y,,,,,,Y,,Y,7524,FRS Basic F/A-18D Weapons Systems Officer (WSO),Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate to the aircraft's missions. Operated airborne electronic equipment.
Marines,Y,Y,Y,,,,,,Y,,Y,7525,Qualified F/A-18D WSO,Led an aviation unit. Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate to the aircraft's missions.
Marines,Y,Y,Y,,,,,,Y,,Y,7527,Pilot VMFA F/A-18D Qualified,Supervised an aviation unit. Operated an electronics-equipped aircraft in all weather conditions. Performed aerial reconnaissance.
Marines,Y,Y,Y,,,,,,Y,,Y,7531,FRS Basic V-22 Pilot,"Piloted aircraft on observation, transport, rescue and utility missions. "
Marines,Y,Y,Y,,,,,,Y,,Y,7532,Pilot V-22 Qualified,"Piloted aircraft on observation, transport, rescue and utility missions. Operated aircraft from ships, land bases and small fields."
Marines,Y,Y,Y,,,,,,Y,,Y,7541,FRS Basic EA-6B Pilot,Managed an aviation unit. Operated electronically and photographically configured aircraft to obtain photographic information and intelligence.
Marines,Y,Y,Y,,,,,,Y,,Y,7542,EA-6A Qualified,"Operated electronically and photographically configured aircraft to obtain photographic information and intelligence. Supervised developing, printing and assembling of aerial photographs and mosaics. "
Marines,Y,Y,Y,,,,,,Y,,Y,7543,EA-6B Qualified,"Operated electronically and photographically configured aircraft to obtain photographic information and intelligence. Supervised developing, printing and assembling of aerial photographs and mosaics. "
Marines,Y,Y,Y,,,,,,Y,,Y,7550,Pilot VMGR Maritime Advance (NATC),"Operated aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Supervised aircraft crew training."
Marines,Y,Y,Y,,,,,,Y,,Y,7551,Pilot C-9 Qualified,"Commanded an aviation unit. Operated aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights."
Marines,Y,Y,Y,,,,,,Y,,Y,7552,Pilot TC-4C Qualified,"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7553,Pilot C-20/C-37 Qualified,Operated transport aircraft. Oversaw loading of aircraft and computed weight and balance data. Supervised training of aircraft crew in flight duties.
Marines,Y,Y,Y,,,,,,Y,,Y,7554,Pilot UC-35 Qualified,"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7555,Pilot UC-128 Qualified,"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7556,KC-130 Co-Pilot (T2P/T3P),"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7557,Pilot KC-130 Aircraft Commander,"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7558,FRS Basic CH-53D Pilot,"Led an aviation unit. Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7559,Pilot CT-39 Qualified,"Piloted aircraft in airlift air supply, evacuation, aerial refueling and long-range navigation escort flights. Computed weight and balance data and planned, coordinated and conducted aerial refuelings."
Marines,Y,Y,Y,,,,,,Y,,Y,7560,FRS Basic CH-53E Pilot,"Operated aircraft from sea and land facilities. Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7561,FRS Basic CH-46 Pilot,"Piloted aircraft on observation, transport, rescue, utility and fire-suppression missions. Operated aircraft from sea and land facilities."
Marines,Y,Y,Y,,,,,,Y,,Y,7562,Pilot CH-46 Qualified,"Operated aircraft from sea and land facilities. Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7563,Pilot UH-1 Qualified,"Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression. Operated aircraft from sea and land facilities."
Marines,Y,Y,Y,,,,,,Y,,Y,7564,Pilot CH-53 A/D Qualified,"Piloted aircraft from sea and land facilities for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7565,Pilot AH-1 Qualified,"Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression. Operated aircraft from sea and land facilities."
Marines,Y,Y,Y,,,,,,Y,,Y,7566,Pilot CH-53E Qualified,"Piloted aircraft from sea and land facilities for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7567,FRS Basic UH-IN Pilot,"Piloted aircraft for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression. Operated aircraft from sea and land facilities."
Marines,Y,Y,Y,,,,,,Y,,Y,7568,FRS Basic AH-1 Pilot,"Piloted aircraft from sea and land facilities for missions including observation, message pickup, transportation of personnel and equipment, laying wire, hoisting, rescue, and fire suppression."
Marines,Y,Y,Y,,,,,,Y,,Y,7577,Weapons and Tactics Instructor,Performed classroom and flight instruction on various facets of aircraft systems. Analyzed performance and provided corrective guidance as necessary.
Marines,Y,Y,Y,,,,,,Y,,Y,7578,NFO Student (TBS),Led an aviation unit. Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate to the aircraft's missions.
Marines,Y,Y,Y,,,,,,Y,,Y,7580,Tactical Navigator Flight Student (NATC),Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate for the aircraft's missions. Operated airborne electronic aircraft equipment. Led an aviation unit.
Marines,Y,Y,Y,,,,,,Y,,Y,7582,FRS Basic EA-68 Electronic Warfare Officer,Led an aviation unit. Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate for the aircraft's missions. Operated airborne electronic aircraft equipment.
Marines,Y,Y,Y,,,,,,Y,,Y,7588,Qualified EA-68 Electronics Warfare Officer,Operated airborne electronic aircraft equipment. Received and evaluated data recorded by airborne electronic equipment to make determinations appropriate for the aircraft's missions. Led an aviation unit.
Marines,Y,Y,Y,,,,,,Y,,Y,7589,V/STOL Landing Signal Officer,"Ensured safe and expeditious launch and recovery of amphibious platforms. Conducted aircrew training in shipboard launch, approach, and landing procedures and techniques."
Marines,Y,Y,Y,,,,,,Y,,Y,7594,Landing Signal Officer,Trained aircrews in landing procedures and techniques. Ensured the safe and expeditious recovery of aircraft aboard ships.
Marines,Y,Y,Y,,,,,,Y,,Y,7595,Test Pilot/Flight Test Project Officer,Performed functional ground checks and flight tests to obtain performance data of aircraft and installed systems. Made recommendations to engineering personnel based on observations during flights.
Marines,Y,Y,Y,,,,,,Y,,Y,7596,Aviation Safety Officer,"Conducted and recorded investigations concerning aircraft mishaps analyzing the occurrences as to causes and contributing causes. Made recommendations concerning operations, maintenance, supplies and training. "
Marines,Y,Y,Y,,,,,,Y,,Y,7597,Basic Rotary-Wing Pilot,Managed an aviation unit. Operated aircraft for various missions.
Marines,Y,Y,Y,,,,,,Y,,Y,7599,Flight Student (TBS),Undertook flight training to become a qualified pilot.
Marines,Y,Y,Y,,,,,,Y,,Y,402,Logistics Officer,"Planned, coordinated, executed and/or supervised the execution of all logistics functions. Served as commander or assistant to the commander of CES unit/element."
Marines,Y,Y,Y,,,,,,Y,,Y,930,Range Officer,"Supervised training programs and prepared syllabi and schedules. Obtained and allocated training aids and devices, and arranged required logistical support."
Marines,Y,Y,Y,,,,,,Y,,Y,1120,Utilities Officer,"Planned and managed the establishment, operation and maintenance of water filtration and purification as well as electric power generation sites. "
Marines,Y,Y,Y,,,,,,Y,,Y,3102,Traffic Management Officer,Made daily logistical management decisions regarding the receipt and distribution of cargo. Facilitated the execution of travel entitlements.
Marines,Y,Y,Y,,,,,,Y,,Y,3302,Food Service Officer,Consulted on the design of construction and rehabilitation projects for food service facilities. Administered the nutrition awareness program and menu development.
Marines,Y,Y,Y,,,,,,Y,,Y,3402,Finance Officer,Formulated policies and interpreted regulations relative to fiscal matters. Designed and adhered to internal controls to govern finance office operations.
Marines,Y,Y,Y,,,,,,Y,,Y,3404,Financial Management Officer,Directed the operations of budget offices and finance offices. Evaluated and analyzed resource management issues and problems.
Marines,Y,Y,Y,,,,,,Y,,Y,3408,Financial Management Resource Officer (FMRO),"Identified and reported financial system problems. Validated accounting records for accuracy, analyzed financial information, and performed trend analyses and business process re-engineering to ensure optimal use of resources."
Marines,Y,Y,Y,,,,,,Y,,Y,3410,NAF Auditing Officer,"Developed annual and triennial audit plans, budgets and programs. Supervised staff auditors and prepared and submitted audit reports. "
Marines,Y,Y,Y,,,,,,Y,,Y,4130,Marine Corps Community Services (MCCS),"Supported, planned, organized and directed the overall community service operations. Oversaw all necessary fiscal, logistical and other managerial functions."
Marines,Y,Y,Y,,,,,,Y,,Y,4402,Judge Advocate,"Advised a wide range of personnel on matters including justice, administrative law, standards of conduct, ethics, operational law and international law."
Marines,Y,Y,Y,,,,,,Y,,Y,4405,Master of International Law,Counseled a wide range of personnel on matters related to the technical areas of international and operational law.
Marines,Y,Y,Y,,,,,,Y,,Y,4406,Master of Environmental Law,Consulted a wide range of personnel on matters related to the technical areas of environmental and land use law.
Marines,Y,Y,Y,,,,,,Y,,Y,4407,Master of Labor Law,Advised a wide range of personnel on matters related to the technical areas of personnel and labor law.
Marines,Y,Y,Y,,,,,,Y,,Y,4408,Master of Procurement Law,"Advised a wide range of personnel on matters related to the complex areas of procurement, acquisition and contract law."
Marines,Y,Y,Y,,,,,,Y,,Y,4409,Master of Criminal Law,Counseled a wide range of personnel on matters related to the complex technical and constitutional areas of criminal law. Served as senior trial counsel.
Marines,Y,Y,Y,,,,,,Y,,Y,4410,Master of Law (General),Consulted a wide range of personnel on a variety of law areas. Investigated claims for and against the United States.
Marines,Y,Y,Y,,,,,,Y,,Y,4602,Combat Camera (COMCAM) Officer,"Managed the internal operations, training devices and employment of photography equipment. Advised customers on all matters relating to cameras including illustration, printing, lithography, photography and videography. "
Marines,Y,Y,Y,,,,,,Y,,Y,4606,Combat Artist (Officer),Created works of art in multiple visual arts media. Supervised personnel involved in the creation of such art.
Marines,Y,Y,Y,,,,,,,,Y,313,LAV Crewman,Directed maintenance skills for all mission role vehicles associated with LAR battalion. Provided gunnery and weapons skills for the employment of the 25mm chain gun and sophisticated weapons systems. Performed security and reconnaissance missions. Transported all mission role vehicles. Oversaw maintenance procedures on all mission role vehicles.
Marines,Y,Y,Y,,,,,,,,Y,323,"Reconnaissance Man, Parachute Qualified","Participated in reconnaissance activities to gain information on the enemy and terrain. Utilized parachute jumps to help complete missions. Provided long-range, small-unit ground reconnaissance and raid skills in nonfriendly environs."
Marines,Y,Y,Y,,Y,Y,,,,,Y,8411,Production Recruiter,"Evaluated candidates and oversaw job placement for plant and warehouse management; production, quality control and shipping supervisors; production mechanics; line leads and operators."
Marines,Y,Y,Y,,,,,,,,Y,8412,Career Recruiter,Managed a team of professional job recruiters with long-term assignments to improve the effectiveness of the recruiting effort and elevate the overall quality of the organization.
Marines,Y,Y,Y,,,,,,,,Y,8156,Security Guard,"Provided armed internal security at various diplomatic and consulate installments across the world, protecting classified information vital to U.S. national security."
Marines,Y,Y,Y,,,,,,,,Y,6531,Aircraft Ordnance Technician,"Oversaw maintenance and repair of armament equipment and the loading of ordnance on aircraft. Performed preventive maintenance, repairs and testing of aircraft systems."
Marines,Y,Y,Y,,,,,,,,Y,6541,Aviation Ordnance Systems Technician,"Maintained the performance of a wide variety of highly technical aircraft armament systems through tests, safety inspections, equipment checks, preventive maintenance and repair. Administered records and established training programs for personnel. Performed maintenance management duties."
Marines,Y,Y,Y,,,,,,Y,,Y,6591,Aviation Ordnance Chief,"Managed personnel and supervised the instruction and training in the maintenance, transportation, repair and safety of aircraft ordnance. Assisted the aviation ordnance officer with the daily planning and execution of the ordnance division."
Navy,Y,Y,Y,,,,,,,,Y,ABE,Aviation Boatswain's Mate - Launch/Recovery ,"Participated in launch and recovery of naval aircraft quickly and safely from land or ships. Prepared and fueled planes prior to takeoff and after landing. Operated catapult launch and arresting consoles, maintained and performed maintenance on hydraulic and steam catapults, barricades, arresting gear, and arresting gear engines. Worked outdoors on flight deck carriers in fast-paced and often potentially hazardous environs. "
Navy,Y,Y,Y,,,,,,,,Y,ABF,Aviation Boatswain's Mate - Fuels ,"Maintained and operated aviation fueling and lubricating oil systems including aviation fuel and lubricating oil service stations and pump rooms, piping, valves, pumps, tanks, and portable equipment related to the fuel system. "
Navy,Y,Y,Y,,,,,,,,Y,ABH,Aviation Boatswain's Mate - Aircraft Handler ,"Supervised and directed the movement and spotting of aircraft ashore and afloat. Performed crash rescue, firefighting, crash removal and damage control duties. "
Navy,Y,Y,Y,,,,,,,,Y,AC,Air Traffic Controller ,"Provided air traffic control services in air traffic control towers, radar air traffic control facilities, fleet area control and surveillance facilities, and air operations offices ashore and afloat. Operated radio communication systems."
Navy,Y,Y,Y,,,,,,,,Y,AD,Aviation Machinist's Mate ,Maintained aircraft engines and their related systems. Preflighted aircraft and conducted periodic inspections and oil analyses on engines and engine-related systems.
Navy,Y,Y,Y,,,,,,,,Y,PR,Aircrew Survival Equipmentman ,"Troubleshot oxygen systems and repaired and tested oxygen regulators and liquid oxygen converters removed from aircraft. Fitted and maintained oxygen masks, flight clothing and anti-exposure suits. Packed and rigged parachutes."
Navy,Y,Y,Y,,,,,,,,Y,AG,Aerographer's Mate,"Expert trained in the science of meteorology and physical oceanography. Collected, recorded and analyzed weather and oceanographic information. Prepared weather maps and oceanographic data. Used, tested, calibrated and performed minor and preventive maintenance on meteorological instruments including satellite receivers. Conducted weather/oceanographic briefings. Operated, programmed and maintained computers and related equipment."
Navy,Y,Y,Y,,Y,Y,,,,,Y,AM,Aviation Structural Mechanic ,"Removed, repaired and replaced hydraulic system pumps, auxiliary power systems and unit actuating subsystems. Maintained aircraft landing gear systems, brakes and related pneumatic systems."
Navy,Y,Y,Y,,Y,Y,,,,,Y,AME,Aviation Structural Mechanic Safety Equipment ,"Maintained aircraft systems including seat and canopy ejection, gaseous and liquid oxygen, life raft ejection, fire extinguishing, air conditioning, cabin and cockpit heat, pressurization and ventilation. "
Navy,Y,Y,Y,,Y,Y,,,,,Y,AE,Aviation Electrician ,"Aircraft electrician responsible for range of electrical and navigational equipment including  generators, power distribution systems, lighting systems, flight instrument and fuel systems, and temperature and pressure-indicating systems. Advanced training in computer to support state-of-the-art equipment and performed troubleshooting operations. "
Navy,Y,Y,Y,,Y,Y,,,,,Y,AT,Aviation Electronics Technician ,"Repaired the most advanced electronics systems in the world. Troubleshot electronic weapons systems on fighter aircraft. Changed computer circuit card in an air-conditioned shop. Operate radar and weapons systems in turbojet, helicopter or propeller aircraft. Installed field changes, alterations and modifications to avionics systems. Troubleshot and repaired navigation infrared detection and radar systems."
Navy,Y,Y,Y,,,,,,,,Y,AZ,Aviation Maintenance Administrationman ,"Performed clerical, administrative and managerial duties necessary to keep aircraft maintenance activities running efficiently. Maintained close communication with other aviation maintenance ratings. Routinely managed team to schedule aircraft inspections and kept charts on system reliability. Generated aircraft inspection and work orders and maintained engine logbooks and associated aircraft records."
Navy,Y,Y,Y,,,,,,,,Y,AO,Aviation Ordnanceman ,"Received, inspected, packaged, stored, handled and processed materiel for shipment. Managed accounting systems. Tested and maintained aircraft armament release and control systems."
Navy,Y,Y,Y,,,,,,,,Y,AS,Aviation Support Equipment Technician ,"Serviced, inspected, tested, troubleshot and repaired gasoline and diesel engine systems, transmission systems, steering and suspension systems, cryogenic systems, electrical systems, and gas turbine compressor units."
Navy,Y,Y,Y,,,,,,,,Y,EA,Engineering Aid ,"Assisted CE in developing final construction plans. Prepared hydrographic, topographic and triangulation drawings and maps. Conducted surveys for roads, airfields, pipelines, ditches and buildings. Computed the volume of bulk materials (concrete, bituminous mixtures and earthwork) from drawings/specifications, prepared charts and graphs, and performed other engineering technician functions."
Navy,Y,Y,Y,,Y,Y,,,,,Y,CM,Construction Mechanic ,"Repaired and maintained heavy construction and automotive equipment including buses, dump trucks, bulldozers, rollers, cranes, backhoes, pile drivers and tactical vehicles. Prepared detailed maintenance records and cost-control data and acquired required parts. Diagnosed and troubleshot mechanical failures. Managed shop functions such as maintenance scheduling. Budgeted material, labor and equipment requirements."
Navy,Y,Y,Y,,,,,,,,Y,UT,Utilitiesman,"Planned, supervised and performed installations, maintenance and repairs of plumbing, heating, steam, compressed air and fuel, and water treatment storage and distribution systems."
Navy,Y,Y,Y,,,,,,,,Y,EO,Equipment Operator ,"Operated heavy transportation and construction equipment including trucks, bulldozers, backhoes, graders, forklifts, cranes and asphalt equipment for construction projects including building construction, roadway construction, pier construction, grading and excavation. Prepared operational reports on equipment. Made and managed estimates of material, labor and equipment within budgeted constraints. Read and interpreted blueprints and prepared sketches for projects."
Navy,Y,Y,Y,,,,,,,,Y,CE,Construction Electrician ,"Installed and repaired interior wiring and overhead and underground primary and secondary distribution systems using conduit, raceways and direct burial cable. "
Navy,Y,Y,Y,,,,,,,,Y,BU,Builder,"Built and repaired wood, masonry concrete and steel structures. Installed interior finish work including sheetrock, paneling and ceramic tile walls as well as ceiling and floor tile, millwork, and trim."
Navy,Y,Y,Y,,,,,,,,Y,SW,Steelworker ,"Performed various welding and cutting operations. Directed and coordinated the composition, training and efforts of crews that fabricated, assembled, erected, positioned and joined steel structural members and fabricated sections."
Navy,Y,Y,Y,,,,,,,,Y,ND,Navy Diver ,"Conducted underwater salvage, recovery, repair and maintenance on ships and submarines. Conducted harbor clearance operations. Provided assistance to law enforcement agencies in diving operations and procedures. "
Navy,Y,Y,Y,,,,,,,,Y,SO,Special Warfare Operator,"Organized, trained and equipped to conduct a variety of special operations missions in all operational environments. Distinguished as individually reliable, collectively disciplined and highly skilled. Demonstrated ability to accomplish any task an employer would require."
Navy,Y,Y,Y,,,,,,,,Y,SB,Special Warfare Boat Operator ,"Organized, trained and equipped to conduct a variety of special operations missions in open ocean, riverine, and other maritime operational environments. Distinguished as individually reliable, collectively disciplined and highly skilled."
Navy,Y,Y,Y,,,,,,,,Y,EOD,Explosive Ordnance Disposal ,"Supervised the performance of underwater location, identification, render-safe, recovery and disposal of ordnance. "
Navy,Y,Y,Y,,,,,,,,Y,RP,Religious Program Specialist ,"Facilitated the free exercise of religion for all personnel. Advised leadership on morale, ethical decision-making, cross-cultural awareness and conflict resolution."
Navy,Y,Y,Y,,,,,,,,Y,HM,Hospital Corpsman ,Taught and provided prevention and treatment of disease and injury. Assisted health care professionals in providing medical care to active duty and dependents. Rendered emergency medical treatment and transported patients. Served as physician extender.
Navy,Y,Y,Y,,,,,,,,Y,HMDA,Hospital Corpsman - Dental Assistant ,"Performed duties as a general dental assistant including dental infection control, dental treatment room management, preventive dentistry, comprehensive dental assisting and intraoral radiography. "
Navy,Y,Y,Y,,,,,,,,Y,MU,Musician,"Inspired patriotism, elevated esprit de corps, and enhanced community awareness and public relations by playing in ceremonial and entertainment services."
Navy,Y,Y,Y,,,,,,,,Y,MA,Master at Arms ,"Performed anti-terrorism, force protection, physical security and law enforcement duties on land and at sea, such as operating a force protection watercraft, directing an investigation, controlling a base access point or supervising a K-9 asset. Conducted waterborne security patrols and interdictions, Customs operations, base security patrols, and law enforcement operations."
Navy,Y,Y,Y,,,,,,,,Y,SH,Ship's Serviceman ,Operated and maintained vending and cash collection machines and operated ship stores afloat. Used financial and inventory software applications.
Navy,Y,Y,Y,,,,,,,,Y,MC,Mass Communication Specialist ,"Wrote news releases and feature articles from personal interviews, examination of messages and witnessing of events. Prepared material for broadcast use."
Navy,Y,Y,Y,Y,,,,,,,Y,LS,Logistics Specialist ,Maintained financial records and accounting systems and maintained inventory databases for material stocked in both shore-based warehouses and ship storerooms.
Navy,Y,Y,Y,,,,,,,,Y,CS,Culinary Specialist ,"Operated, performed, supervised and managed food service functions in general locations afloat and ashore. Planned menus, adjusted recipes, prepared foods and operated serving lines. Responsible for sanitation and customer service. Responsible for financial management and internal control records."
Navy,Y,Y,Y,,,,,,,,Y,YN,Yeoman,"Performed office personnel administration, maintained records and official publications and performed administrative functions for legal proceedings."
Navy,Y,Y,Y,,,,,,,,Y,BM,Boatswain's Mate ,"Trained, directed and supervised personnel in ship maintenance duties in all activities relating to decks, painting, upkeep of ship external structure, rigging, deck equipment and life boats."
Navy,Y,Y,Y,Y,,,,,Y,,Y,QM,Quartermaster,"Served and stood the watch as assistant to officers of the deck and the navigator. Performed ship control, navigation and bridge watch duties with officers. Procured, corrected and used navigational and oceanographic data. Maintained navigational instruments, kept correct navigational time, and served as petty officer in charge of tugs, self-propelled barges, and other yard and district craft."
Navy,Y,Y,Y,,,,,,,,Y,PS,Personnel Specialist ,"Provided personnel with information/counseling related to career occupations and opportunities, including education and job training, requirements for promotion, and rights and benefits. Maintained and audited pay and personnel records. Performed counseling and interviewing personnel on a variety of matters. Administered advancement examinations, ordered examinations and processed examination returns. Created and wrote official letters and reports. Maintained payroll and accounting databases for disbursement and collection of government funds."
Navy,Y,Y,Y,,,,,,,,Y,DC,Damage Controlman ,"Performed and directed all damage control, ship stability, firefighting, fire prevention, and chemical, biological and radiological (CBR) warfare defense. Trained and instructed personnel in the methods of damage control and CBR defense, and repaired damage control equipment and systems. Operated, repaired and maintained installed firefighting systems and equipment, damage control equipment, and CBR defense equipment, and trained shipboard personnel in the operation, maintenance and repair of damage control systems and equipment, lifesaving devices, and various firefighting methods. Performed emergency repairs to decks, structures and hulls by emergency pipe patching, plugging and shoring. Served as the ship's fire marshal and firefighting leader."
Navy,Y,Y,Y,,,,,,,,Y,EN,Engineman ,"Cleaned, adjusted, tested and performed other preventive maintenance on ship auxiliary boilers, main engines, diesel generators and other auxiliary machinery."
Navy,Y,Y,Y,,,,,,,,Y,EM,Electrician's Mate ,"Installed power and lighting circuits and repaired distribution circuits. Ran wiring for lights and other equipment and maintained distribution panels, switches, switchboards, controllers, voltage regulators and transformers."
Navy,Y,Y,Y,,,,,,,,Y,IC,Interior Communications Electrician ,"Installed, maintained and repaired equipment needed for interior communications within ships and shore facilities. Communications systems included public address systems, interior telephone systems, alarm systems, engine telegraphs to communicate orders for changes in engine speed from the bridge (ship's command station) to the engine room, certain kinds of ship control and equipment monitoring devices, the ship's gyrocompass, the rudder position indicator, audio-visual equipment for the ship's TV entertainment systems, advanced navigation, and various other equipment. Installed telephone and other communications circuits, boxes, switchboards and bell buzzer systems; maintained plotters and dead reckoning equipment; maintained and operated TV systems. Maintained and repaired shipboard navigation equipment."
Navy,Y,Y,Y,,,,,,,,Y,GSE,Gas Turbine Systems Technician - Electrical ,"Operated, repaired and performed organizational and intermediate maintenance on electrical components of gas turbine engines, main propulsion machinery, auxiliary equipment and propulsion control systems."
Navy,Y,Y,Y,,Y,Y,,,,,Y,GSM,Gas Turbine Systems Technician - Mechanical ,Maintained and operated ship service gas turbine generators and support systems. Maintained the controllable pitch propeller system and controlled ship service steam water chemistry systems.
Navy,Y,Y,Y,,Y,Y,,,,,Y,HT,Hull Maintenance Technician ,"Repaired decks, structures and hulls by welding, brazing, riveting and caulking. Examined test welds and various shipboard structures using radiological, ultrasonic and magnetic particle testing equipment."
Navy,Y,Y,Y,,,,,,,,Y,MM,Machinist's Mate ,"Cleaned, adjusted, tested and performed other preventive maintenance on ship boilers, main engines, turbogenerators and other auxiliary machinery including steering engines, elevators, winches, pumps and associated valves."
Navy,Y,Y,Y,,Y,Y,,,,,Y,MR,Machinery Repairman ,"Created replacement parts and repaired or overhauled ships' engines and auxiliary systems. Worked on all ship machinery including winches and hoists, condensers and heat exchange devices. Operated main propulsion and auxiliary machinery in addition to performing machine shop and repair duties. Calculated time and material needed for machine shop work and repair of auxiliary machinery. Created drafts and plans via drawing sketches. Prepared specifications for replacement parts from sketches, as well as specifications to produce replacement parts."
Navy,Y,Y,Y,,,,,,,,Y,GM,Gunner's Mate ,"Repaired, maintained, tested and calibrated microprocessing equipment and used and cared for common hand tools, special tools and soldering equipment. "
Navy,Y,Y,Y,,,,,,,,Y,MT,Missile Technician ,"Operated and maintained digital computers and maintained operating efficiency of electrical distribution panels, switches, switchboards, controllers, voltage regulators, current transformers, rectifiers and voltage transformers. "
Navy,Y,Y,Y,,,,,,,,Y,MN,Mineman,"Assisted in the detection and neutralization of underwater mines. Tested, assembled and maintained underwater explosive devices (mines). Tested various electronic components to ensure proper repair and to make sure that the mine works properly. Directed action for safe storage, handling and loading of mines for transporting. Performed maintenance on and assembled mines, and solved complex electronic problems when tests failed."
Navy,Y,Y,Y,,,,,,,,Y,IT,"Information Systems Technician, Surface ","Managed and maintained global satellite telecommunications systems, mainframe computers, local and wide area networks, and microcomputer systems used in the service. Administrative support provided with the operation of automated equipment that keeps records of personnel, training, disbursement, health, assignments and promotions within the organization. Created/wrote programs for a wide variety of applications and requirements; served as system analyst and subject matter expert in field."
Navy,Y,Y,Y,,,,,,,,Y,ITS,"Information Systems Technician, Submarines","Managed and maintained global satellite telecommunications systems, mainframe computers, local and wide area networks, and microcomputer systems used in the service. Administrative support provided with the operation of automated equipment that keeps records of personnel, training, disbursement, health, assignments and promotions within the organization. Created/wrote programs for a wide variety of applications and requirements; served as system analyst and subject matter expert in field."
